Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,B365H,B365D,B365A,Result,mktProb_homeWin,mktProb_NOThomeWin,Home_Elo_Rating,Away_Elo_Rating,eloProb_homeWin,eloProb_awayWin,gameDate
2008-12-06,2008-2009,Newcastle,Stoke,2.0,2.0,D,9.0,12.0,6.0,4.0,1.8,3.5,4.75,0,0.53,0.47,1575.3611234986058,1587.34774365942,0.4827567077778764,0.5172432922221236,2008-12-06
2008-12-07,2008-2009,Everton,Aston Villa,2.0,3.0,A,12.0,5.0,7.0,5.0,2.62,3.25,2.75,0,0.36,0.64,1611.2136072858132,1628.0282466409294,0.47582066357532604,0.524179336424674,2008-12-07
2008-12-07,2008-2009,West Brom,Portsmouth,1.0,1.0,D,14.0,6.0,8.0,3.0,2.62,3.25,2.75,0,0.36,0.64,1530.8902804995255,1609.346131947467,0.3889737202857065,0.6110262797142935,2008-12-07
2008-12-08,2008-2009,West Ham,Tottenham,0.0,2.0,A,11.0,17.0,4.0,12.0,2.75,3.25,2.62,0,0.35,0.65,1582.073851373699,1568.9484979505335,0.5188799212405464,0.4811200787594537,2008-12-08
2008-12-13,2008-2009,Aston Villa,Bolton,4.0,2.0,H,16.0,9.0,7.0,5.0,1.67,3.6,5.5,1,0.57,0.43,1639.4479425667373,1587.9723798119298,0.5735419697524542,0.4264580302475458,2008-12-13
2008-12-13,2008-2009,Liverpool,Hull,2.0,2.0,D,22.0,9.0,10.0,3.0,1.33,5.0,10.0,0,0.71,0.29,1687.7603115378802,1624.0140162539599,0.5907225530033496,0.40927744699665036,2008-12-13
2008-12-13,2008-2009,Man City,Everton,0.0,1.0,A,7.0,11.0,4.0,4.0,2.0,3.4,3.8,0,0.47,0.53,1569.8731068041545,1599.7939113600053,0.45704663606119483,0.5429533639388051,2008-12-13
2008-12-13,2008-2009,Middlesbrough,Arsenal,1.0,1.0,D,8.0,17.0,3.0,11.0,4.5,3.6,1.8,0,0.21,0.79,1579.4809616653697,1636.1048426221685,0.41922558175472163,0.5807744182452784,2008-12-13
2008-12-13,2008-2009,Stoke,Fulham,0.0,0.0,D,6.0,9.0,2.0,6.0,2.5,3.25,2.88,0,0.38,0.62,1586.933904646089,1604.061000893457,0.4753720731527783,0.5246279268472216,2008-12-13
2008-12-13,2008-2009,Sunderland,West Brom,4.0,0.0,H,16.0,14.0,10.0,6.0,2.0,3.4,3.8,1,0.47,0.53,1546.6993491456965,1533.5549112126685,0.5189073468415888,0.4810926531584112,2008-12-13
2008-12-13,2008-2009,Tottenham,Man United,0.0,0.0,D,11.0,15.0,6.0,12.0,4.5,3.5,1.83,0,0.21,0.79,1581.4016160603067,1669.8458603451593,0.37539843478045315,0.6246015652195468,2008-12-13
2008-12-13,2008-2009,Wigan,Blackburn,3.0,0.0,H,10.0,11.0,5.0,4.0,2.1,3.3,3.6,1,0.45,0.55,1584.087221509416,1535.7023340375836,0.5691847675553104,0.43081523244468956,2008-12-13
2008-12-14,2008-2009,Chelsea,West Ham,1.0,1.0,D,19.0,4.0,12.0,2.0,1.25,5.5,15.0,0,0.76,0.23,1681.1891325172317,1569.6207332639258,0.6552594891879551,0.34474051081204493,2008-12-14
2008-12-14,2008-2009,Portsmouth,Newcastle,0.0,3.0,A,18.0,10.0,6.0,5.0,2.05,3.2,3.4,0,0.45,0.56,1606.681501234324,1575.7749625119368,0.5443611334287812,0.45563886657121877,2008-12-14
2008-12-20,2008-2009,Blackburn,Stoke,3.0,0.0,H,10.0,14.0,9.0,4.0,1.83,3.5,4.5,1,0.52,0.48,1525.362768458911,1587.5249748904225,0.411483891554083,0.5885161084459171,2008-12-20
2008-12-20,2008-2009,Bolton,Portsmouth,2.0,1.0,H,19.0,8.0,10.0,5.0,2.2,3.25,3.4,1,0.43,0.57,1577.7373870859888,1593.6168340320332,0.47716353783999066,0.5228364621600095,2008-12-20
2008-12-20,2008-2009,Fulham,Middlesbrough,3.0,0.0,H,19.0,12.0,13.0,5.0,2.2,3.25,3.5,1,0.43,0.56,1603.4699306491236,1581.4195477032563,0.5316905141075224,0.46830948589247756,2008-12-20
2008-12-20,2008-2009,Hull,Sunderland,1.0,4.0,A,14.0,15.0,8.0,6.0,2.1,3.25,3.75,0,0.45,0.54,1626.1913575260403,1558.2455728214984,0.5965540629895755,0.40344593701042464,2008-12-20
2008-12-20,2008-2009,West Ham,Aston Villa,0.0,1.0,A,17.0,10.0,13.0,4.0,3.0,3.4,2.37,0,0.32,0.68,1573.3469610044367,1649.6829352926784,0.3918779432187568,0.6081220567812432,2008-12-20
2008-12-21,2008-2009,Arsenal,Liverpool,1.0,1.0,D,6.0,10.0,3.0,6.0,2.4,3.25,3.0,0,0.39,0.6,1634.1662565842819,1685.5829702657998,0.4265408907650765,0.5734591092349235,2008-12-21
2008-12-21,2008-2009,Newcastle,Tottenham,2.0,1.0,H,7.0,11.0,4.0,6.0,2.37,3.4,3.0,1,0.4,0.6,1588.8396297142276,1584.3920536255757,0.5064002269041736,0.4935997730958264,2008-12-21
2008-12-21,2008-2009,West Brom,Man City,2.0,1.0,H,12.0,11.0,7.0,7.0,3.25,3.3,2.25,1,0.29,0.71,1522.0086875368665,1558.903987538686,0.4471020890124848,0.5528979109875152,2008-12-21
2008-12-22,2008-2009,Everton,Chelsea,0.0,0.0,D,10.0,6.0,8.0,2.0,5.0,3.6,1.73,0,0.19,0.81,1610.763030625474,1677.4629047767207,0.40517327252179064,0.5948267274782094,2008-12-22
2008-12-26,2008-2009,Aston Villa,Arsenal,2.0,2.0,D,13.0,8.0,9.0,6.0,2.5,3.3,2.87,0,0.38,0.62,1659.0880059299286,1635.92927520592,0.5332788207236304,0.4667211792763696,2008-12-26
2008-12-26,2008-2009,Chelsea,West Brom,2.0,0.0,H,23.0,6.0,15.0,2.0,1.14,7.5,21.0,1,0.83,0.18,1675.1870633172437,1535.278237400567,0.6911241251911596,0.30887587480884043,2008-12-26
2008-12-26,2008-2009,Liverpool,Bolton,3.0,0.0,H,18.0,4.0,8.0,2.0,1.33,4.5,12.0,1,0.71,0.29,1683.8199516441616,1590.285462177829,0.6314466088679197,0.3685533911320802,2008-12-26
2008-12-26,2008-2009,Man City,Hull,5.0,1.0,H,23.0,15.0,16.0,11.0,1.8,3.6,4.5,1,0.53,0.47,1545.6344376749855,1611.8740600142905,0.40581196431831185,0.5941880356816881,2008-12-26
2008-12-26,2008-2009,Middlesbrough,Everton,0.0,1.0,A,7.0,11.0,5.0,6.0,2.5,3.3,2.87,0,0.38,0.62,1570.1801200418367,1613.038872084951,0.4386322610846607,0.5613677389153392,2008-12-26
2008-12-26,2008-2009,Portsmouth,West Ham,1.0,4.0,A,21.0,16.0,14.0,9.0,2.2,3.25,3.4,0,0.43,0.57,1581.068758940193,1563.9418903671865,0.5246275999923907,0.4753724000076092,2008-12-26
2008-12-26,2008-2009,Stoke,Man United,0.0,1.0,A,6.0,17.0,3.0,10.0,12.0,5.0,1.3,0,0.08,0.92,1573.4005882877204,1666.8554227798902,0.3686601076913591,0.631339892308641,2008-12-26
2008-12-26,2008-2009,Sunderland,Blackburn,0.0,0.0,D,13.0,7.0,8.0,3.0,2.25,3.25,3.3,0,0.42,0.58,1572.5628703332482,1539.487155061613,0.5474565017214267,0.45254349827857326,2008-12-26
2008-12-26,2008-2009,Tottenham,Fulham,0.0,0.0,D,14.0,10.0,7.0,7.0,1.72,3.6,5.0,0,0.55,0.45,1572.5456590712758,1614.7093583105432,0.439617695184249,0.560382304815751,2008-12-26
2008-12-26,2008-2009,Wigan,Newcastle,2.0,1.0,H,11.0,5.0,5.0,3.0,2.25,3.3,3.25,1,0.42,0.58,1594.4267870880885,1600.6860242685275,0.4909932080012381,0.509006791998762,2008-12-26
2008-12-28,2008-2009,Arsenal,Portsmouth,1.0,0.0,H,11.0,4.0,7.0,3.0,1.4,4.5,10.0,1,0.69,0.31,1636.727966903287,1568.4776965403755,0.5969758411515124,0.4030241588484876,2008-12-28
2008-12-28,2008-2009,Blackburn,Man City,2.0,2.0,D,11.0,13.0,6.0,3.0,2.62,3.3,2.87,0,0.37,0.63,1540.6261111029273,1559.894950531346,0.4722983070725853,0.5277016929274146,2008-12-28
2008-12-28,2008-2009,Bolton,Wigan,0.0,1.0,A,14.0,10.0,8.0,7.0,2.3,3.25,3.4,0,0.42,0.58,1581.440180790659,1606.6429500960587,0.4637937824479256,0.5362062175520744,2008-12-28
2008-12-28,2008-2009,Everton,Sunderland,3.0,0.0,H,10.0,8.0,6.0,5.0,1.8,3.6,5.0,1,0.54,0.46,1623.5660463509828,1571.423914291934,0.5744802216262644,0.42551977837373556,2008-12-28
2008-12-28,2008-2009,Fulham,Chelsea,2.0,2.0,D,5.0,19.0,2.0,14.0,6.5,3.75,1.61,0,0.15,0.86,1613.2601829949651,1682.6000843126558,0.40151596399753786,0.5984840360024622,2008-12-28
2008-12-28,2008-2009,Newcastle,Liverpool,1.0,5.0,A,10.0,17.0,7.0,12.0,5.0,3.6,1.8,0,0.19,0.81,1588.4698612605573,1692.6652330313316,0.35439018994297955,0.6456098100570205,2008-12-28
2008-12-28,2008-2009,West Brom,Tottenham,2.0,0.0,H,17.0,4.0,11.0,3.0,3.5,3.4,2.2,1,0.28,0.72,1527.8652164051548,1573.9948343868539,0.43400150268536675,0.5659984973146331,2008-12-28
2008-12-28,2008-2009,West Ham,Stoke,2.0,1.0,H,15.0,8.0,7.0,5.0,1.72,3.6,5.5,1,0.56,0.44,1576.532952767004,1564.5527457031278,0.5172340740043755,0.4827659259956245,2008-12-28
2008-12-29,2008-2009,Man United,Middlesbrough,1.0,0.0,H,28.0,7.0,13.0,2.0,1.2,6.5,19.0,1,0.8,0.2,1675.7032653644828,1559.652945775805,0.6610639956626564,0.33893600433734367,2008-12-29
2008-12-30,2008-2009,Hull,Aston Villa,0.0,1.0,A,8.0,7.0,3.0,3.0,4.33,3.6,1.91,0,0.22,0.78,1597.61354715793,1658.2893142325615,0.41355756560700696,0.5864424343929932,2008-12-30
2009-01-10,2008-2009,Arsenal,Bolton,1.0,0.0,H,14.0,2.0,9.0,2.0,1.36,4.33,11.0,1,0.7,0.31,1646.4005467156508,1570.3091300119088,0.6077865166672654,0.39221348333273465,2009-01-10
2009-01-10,2008-2009,Aston Villa,West Brom,2.0,1.0,H,21.0,9.0,13.0,6.0,1.4,4.33,9.0,1,0.68,0.33,1668.2146958071296,1541.449180340706,0.6747440374057759,0.32525596259422407,2009-01-10
2009-01-10,2008-2009,Everton,Hull,2.0,0.0,H,8.0,5.0,5.0,0.0,1.62,3.75,6.0,1,0.59,0.41,1633.7785210319526,1587.688165583362,0.5659429776286946,0.4340570223713054,2009-01-10
2009-01-10,2008-2009,Middlesbrough,Sunderland,1.0,1.0,D,9.0,10.0,3.0,5.0,2.25,3.2,3.4,0,0.42,0.58,1551.5184816717087,1561.2114396109641,0.48605433013954397,0.5139456698604561,2009-01-10
2009-01-10,2008-2009,Newcastle,West Ham,2.0,2.0,D,21.0,12.0,12.0,11.0,2.2,3.3,3.4,0,0.43,0.57,1579.9644967019258,1588.119334990899,0.4882663989724843,0.5117336010275157,2009-01-10
2009-01-10,2008-2009,Stoke,Liverpool,0.0,0.0,D,5.0,7.0,0.0,3.0,10.0,4.5,1.36,0,0.09,0.91,1552.9663634792328,1701.170597589963,0.2987762305223178,0.7012237694776823,2009-01-10
2009-01-11,2008-2009,Man United,Chelsea,3.0,0.0,H,14.0,10.0,11.0,6.0,2.2,3.2,3.5,1,0.43,0.57,1683.837729468579,1680.2364674485966,0.5051824470548141,0.494817552945186,2009-01-11
2009-01-11,2008-2009,Wigan,Tottenham,1.0,0.0,H,13.0,6.0,5.0,3.0,2.5,3.25,2.88,1,0.38,0.62,1617.774000874809,1560.4108704513028,0.5818101613748747,0.41818983862512527,2009-01-11
2009-01-14,2008-2009,Man United,Wigan,1.0,0.0,H,9.0,13.0,6.0,3.0,1.2,6.0,15.0,1,0.78,0.22,1695.7133507392634,1627.810557001812,0.5964944997320292,0.4035055002679709,2009-01-14
2009-01-17,2008-2009,Blackburn,Newcastle,3.0,0.0,H,9.0,10.0,4.0,3.0,2.0,3.4,3.8,1,0.47,0.53,1541.2909517331852,1580.2461031265861,0.4441727756663544,0.5558272243336457,2009-01-17
2009-01-17,2008-2009,Bolton,Man United,0.0,1.0,A,7.0,16.0,2.0,13.0,8.0,3.8,1.5,0,0.12,0.88,1560.896006411923,1705.3974827456948,0.30326093544551724,0.6967390645544828,2009-01-17
2009-01-17,2008-2009,Chelsea,Stoke,2.0,1.0,H,37.0,4.0,22.0,1.0,1.2,6.5,15.0,1,0.79,0.21,1668.3608461779122,1557.795733946697,0.6539536944244962,0.3460463055755038,2009-01-17
2009-01-17,2008-2009,Hull,Arsenal,1.0,3.0,A,4.0,13.0,3.0,9.0,5.5,4.0,1.62,0,0.17,0.83,1577.2707970464508,1655.8136703156365,0.3888546674202382,0.6111453325797618,2009-01-17
2009-01-17,2008-2009,Man City,Wigan,1.0,0.0,H,10.0,15.0,3.0,6.0,2.0,3.4,3.75,1,0.47,0.53,1559.230109901088,1618.1264249953806,0.4160440414728307,0.5839559585271693,2009-01-17
2009-01-17,2008-2009,Sunderland,Aston Villa,1.0,2.0,A,9.0,4.0,6.0,3.0,3.25,3.25,2.25,0,0.29,0.71,1560.8767435343132,1676.020838909391,0.34010581785875754,0.6598941821412424,2009-01-17
2009-01-17,2008-2009,West Brom,Middlesbrough,3.0,0.0,H,12.0,9.0,8.0,3.0,2.38,3.3,3.0,1,0.4,0.61,1533.6430372384448,1551.8531777483597,0.47381747234592025,0.5261825276540797,2009-01-17
2009-01-18,2008-2009,Tottenham,Portsmouth,1.0,1.0,D,26.0,11.0,15.0,4.0,1.73,3.6,5.0,0,0.55,0.45,1550.3743143242998,1558.8051167280119,0.4878694808800619,0.512130519119938,2009-01-18
2009-01-18,2008-2009,West Ham,Fulham,3.0,1.0,H,11.0,9.0,7.0,5.0,2.1,3.3,3.6,1,0.45,0.55,1587.8377285662386,1615.6237998590243,0.4600976640177769,0.5399023359822231,2009-01-18
2009-01-19,2008-2009,Liverpool,Everton,1.0,1.0,D,9.0,7.0,5.0,6.0,1.62,3.75,6.0,0,0.59,0.41,1696.3412271224988,1644.1958895688638,0.5744847323370332,0.42551526766296677,2009-01-19
2009-01-27,2008-2009,Portsmouth,Aston Villa,0.0,1.0,A,17.0,9.0,8.0,2.0,3.25,3.4,2.3,0,0.3,0.7,1558.5139842691333,1684.183378538001,0.3266422595497044,0.6733577404502955,2009-01-27
2009-01-27,2008-2009,Sunderland,Fulham,1.0,0.0,H,16.0,15.0,11.0,8.0,2.25,3.3,3.5,1,0.43,0.57,1552.714203905703,1602.666143795451,0.42860463511203517,0.5713953648879648,2009-01-27
2009-01-27,2008-2009,Tottenham,Stoke,3.0,1.0,H,22.0,6.0,14.0,3.0,1.61,3.8,6.5,1,0.6,0.4,1550.6654467831784,1549.4906226128849,0.5016907014445728,0.49830929855542716,2009-01-27
2009-01-27,2008-2009,West Brom,Man United,0.0,5.0,A,10.0,17.0,4.0,10.0,10.0,5.0,1.36,0,0.1,0.9,1546.2714179021427,1712.6757451963872,0.2772987849626395,0.7227012150373605,2009-01-27
2009-01-28,2008-2009,Blackburn,Bolton,2.0,2.0,D,15.0,9.0,12.0,5.0,2.0,3.25,4.5,0,0.49,0.52,1554.6308051171927,1553.6177439612306,0.5014579080657814,0.49854209193421867,2009-01-28
2009-01-28,2008-2009,Chelsea,Middlesbrough,2.0,0.0,H,23.0,7.0,12.0,5.0,1.25,6.0,15.0,1,0.77,0.22,1676.6659575117244,1539.2247970846618,0.6880835525498228,0.3119164474501771,2009-01-28
2009-01-28,2008-2009,Everton,Arsenal,1.0,1.0,D,7.0,7.0,3.0,4.0,3.0,3.3,2.5,0,0.32,0.68,1645.9835231449526,1665.1461823337222,0.47245064625304095,0.5275493537469591,2009-01-28
2009-01-28,2008-2009,Man City,Newcastle,2.0,1.0,H,14.0,2.0,7.0,1.0,1.75,3.75,5.0,1,0.55,0.45,1573.24505290574,1566.9062497425787,0.509121259022607,0.49087874097739315,2009-01-28
2009-01-28,2008-2009,West Ham,Hull,2.0,0.0,H,25.0,15.0,13.0,12.0,1.83,3.6,4.75,1,0.53,0.47,1600.795384629812,1567.938285028365,0.5471447040884412,0.45285529591155876,2009-01-28
2009-01-28,2008-2009,Wigan,Liverpool,1.0,1.0,D,3.0,10.0,1.0,5.0,5.0,3.5,1.83,0,0.19,0.81,1604.1114819907286,1694.55359354641,0.37270571489566107,0.6272942851043389,2009-01-28
2009-01-31,2008-2009,Arsenal,West Ham,0.0,0.0,D,15.0,2.0,8.0,2.0,1.5,4.2,7.0,0,0.64,0.37,1664.484997843795,1611.6639117316893,0.5754353548655345,0.42456464513446535,2009-01-31
2009-01-31,2008-2009,Aston Villa,Wigan,0.0,0.0,D,16.0,9.0,11.0,4.0,1.61,3.7,6.0,0,0.59,0.42,1692.022792767194,1607.1665448332328,0.61974636825555,0.3802536317444501,2009-01-31
2009-01-31,2008-2009,Bolton,Tottenham,3.0,2.0,H,13.0,13.0,7.0,10.0,2.75,3.3,2.62,1,0.35,0.65,1553.6527337548093,1562.6248699485086,0.4870909275355004,0.5129090724644996,2009-01-31
2009-01-31,2008-2009,Fulham,Portsmouth,3.0,1.0,H,6.0,12.0,6.0,6.0,2.0,3.3,4.0,1,0.47,0.53,1588.95265503814,1550.6745700399404,0.5548647865497528,0.44513521345024726,2009-01-31
2009-01-31,2008-2009,Hull,West Brom,2.0,2.0,D,16.0,13.0,12.0,7.0,2.2,3.2,3.5,0,0.43,0.57,1557.0697579264877,1539.6162470630393,0.5250965137434073,0.4749034862565926,2009-01-31
2009-01-31,2008-2009,Man United,Everton,1.0,0.0,H,17.0,7.0,10.0,4.0,1.36,4.5,10.0,1,0.7,0.3,1719.3309160354906,1646.6447076348798,0.6031040188198251,0.39689598118017494,2009-01-31
2009-01-31,2008-2009,Middlesbrough,Blackburn,0.0,0.0,D,7.0,15.0,4.0,10.0,2.5,3.3,2.87,0,0.38,0.62,1531.7388023458575,1554.595815323614,0.4671534873944536,0.5328465126055464,2009-01-31
2009-01-31,2008-2009,Stoke,Man City,1.0,0.0,H,7.0,17.0,4.0,7.0,3.25,3.3,2.25,1,0.29,0.71,1537.5311994475546,1585.0261426891975,0.43207188671704844,0.5679281132829516,2009-01-31
2009-02-01,2008-2009,Liverpool,Chelsea,2.0,0.0,H,21.0,4.0,15.0,1.0,2.5,3.1,3.1,1,0.38,0.62,1691.4985307039058,1684.1519522505287,0.5105710008234273,0.48942899917657273,2009-02-01
2009-02-01,2008-2009,Newcastle,Sunderland,1.0,1.0,D,15.0,16.0,10.0,9.0,2.6,3.2,2.8,0,0.37,0.64,1555.1251599591212,1566.427692663014,0.48374008340153857,0.5162599165984614,2009-02-01
2009-02-07,2008-2009,Blackburn,Aston Villa,0.0,2.0,A,17.0,15.0,8.0,8.0,2.87,3.3,2.5,0,0.33,0.67,1553.807499021081,1689.1488799290607,0.31451655914608084,0.6854834408539192,2009-02-07
2009-02-07,2008-2009,Chelsea,Hull,0.0,0.0,D,13.0,12.0,6.0,4.0,1.2,6.0,19.0,0,0.79,0.21,1672.4056562702908,1556.4674415966458,0.6609193895377362,0.33908061046226384,2009-02-07
2009-02-07,2008-2009,Everton,Bolton,3.0,0.0,H,20.0,7.0,11.0,4.0,1.72,3.4,5.5,1,0.55,0.45,1637.1192040865556,1565.9625514939573,0.6009945088713259,0.3990054911286741,2009-02-07
2009-02-07,2008-2009,Man City,Middlesbrough,1.0,0.0,H,20.0,7.0,12.0,4.0,1.61,3.75,6.0,1,0.59,0.41,1571.3958679704067,1532.5271186483906,0.5557044284941152,0.4442955715058849,2009-02-07
2009-02-07,2008-2009,Portsmouth,Liverpool,2.0,3.0,A,9.0,14.0,7.0,9.0,5.0,3.3,1.8,0,0.19,0.82,1539.9913249171345,1703.2448266841436,0.2809482787982896,0.7190517212017105,2009-02-07
2009-02-07,2008-2009,Sunderland,Stoke,2.0,0.0,H,12.0,5.0,6.0,1.0,1.83,3.5,4.5,1,0.52,0.48,1566.037454664651,1551.1614741663454,0.5213951841666693,0.47860481583333064,2009-02-07
2009-02-07,2008-2009,West Brom,Newcastle,2.0,3.0,A,13.0,10.0,7.0,7.0,2.25,3.3,3.25,0,0.42,0.58,1540.2185633928812,1555.5153979574843,0.4780002987442807,0.5219997012557193,2009-02-07
2009-02-07,2008-2009,Wigan,Fulham,0.0,0.0,D,10.0,8.0,3.0,2.0,2.0,3.4,3.8,0,0.47,0.53,1610.040457671366,1599.6359001609458,0.5149688874260165,0.48503111257398346,2009-02-07
2009-02-08,2008-2009,Tottenham,Arsenal,0.0,0.0,D,16.0,4.0,6.0,1.0,3.0,3.3,2.4,0,0.32,0.69,1550.3150522093606,1662.6745493270223,0.3437125327558478,0.6562874672441521,2009-02-08
2009-02-08,2008-2009,West Ham,Man United,0.0,1.0,A,9.0,11.0,5.0,6.0,6.5,3.75,1.57,0,0.15,0.85,1613.474360248462,1728.8564195838148,0.3397984488576244,0.6602015511423756,2009-02-08
2009-02-14,2008-2009,Portsmouth,Man City,2.0,0.0,H,15.0,10.0,9.0,7.0,2.87,3.25,2.5,1,0.33,0.67,1533.2485662259755,1582.058961686548,0.43021470352382135,0.5697852964761787,2009-02-14
2009-02-18,2008-2009,Man United,Fulham,3.0,0.0,H,17.0,5.0,9.0,0.0,1.25,5.5,13.0,1,0.76,0.24,1737.0115823563979,1599.99515345917,0.6875585647704143,0.3124414352295856,2009-02-18
2009-02-21,2008-2009,Arsenal,Sunderland,0.0,0.0,D,16.0,3.0,9.0,2.0,1.4,4.33,9.0,0,0.68,0.33,1658.9236501131627,1577.5239702446509,0.6150462387702339,0.384953761229766,2009-02-21
2009-02-21,2008-2009,Aston Villa,Chelsea,0.0,1.0,A,12.0,18.0,5.0,12.0,3.3,3.3,2.25,0,0.29,0.71,1696.6972773485668,1668.5435909213852,0.5404279627606302,0.4595720372393698,2009-02-21
2009-02-21,2008-2009,Bolton,West Ham,2.0,1.0,H,12.0,17.0,8.0,12.0,2.3,3.3,3.1,1,0.41,0.59,1556.3864197068692,1605.319197475879,0.430042020574824,0.5699579794251761,2009-02-21
2009-02-21,2008-2009,Man United,Blackburn,2.0,1.0,H,15.0,12.0,7.0,7.0,1.25,5.5,13.0,1,0.76,0.24,1744.5101768019078,1546.259101601575,0.7579044659116219,0.24209553408837803,2009-02-21
2009-02-21,2008-2009,Middlesbrough,Wigan,0.0,0.0,D,6.0,12.0,3.0,6.0,2.4,3.25,3.0,0,0.39,0.6,1521.8640249322493,1609.6812043731418,0.37624519136285495,0.623754808637145,2009-02-21
2009-02-21,2008-2009,Stoke,Portsmouth,2.0,2.0,D,6.0,6.0,2.0,2.0,2.5,3.25,2.87,0,0.38,0.62,1539.6749585863456,1546.9234133414038,0.4895701482495065,0.5104298517504935,2009-02-21
2009-02-22,2008-2009,Fulham,West Brom,2.0,0.0,H,19.0,8.0,9.0,5.0,1.8,3.5,4.75,1,0.53,0.47,1592.49655901366,1528.7465562230184,0.5907277128663311,0.40927228713366887,2009-02-22
2009-02-22,2008-2009,Liverpool,Man City,1.0,1.0,D,18.0,10.0,5.0,4.0,1.57,3.75,7.0,0,0.61,0.4,1709.9875853753026,1568.3841145711197,0.6932026826871682,0.30679731731283166,2009-02-22
2009-02-22,2008-2009,Newcastle,Everton,0.0,0.0,D,4.0,15.0,0.0,5.0,2.87,3.25,2.5,0,0.33,0.67,1566.987405127347,1646.6953358736437,0.3872620567117943,0.6127379432882056,2009-02-22
2009-02-23,2008-2009,Hull,Tottenham,1.0,2.0,A,12.0,9.0,4.0,6.0,3.0,3.3,2.37,0,0.31,0.69,1560.3295069455514,1554.0659514232202,0.5090130045743443,0.4909869954256557,2009-02-23
2009-02-28,2008-2009,Arsenal,Fulham,0.0,0.0,D,16.0,12.0,8.0,3.0,1.4,4.33,9.0,0,0.68,0.33,1656.162540382677,1602.3190939048682,0.5768725179536934,0.42312748204630657,2009-02-28
2009-02-28,2008-2009,Chelsea,Wigan,2.0,1.0,H,17.0,13.0,13.0,7.0,1.28,5.0,13.0,1,0.74,0.26,1681.5138620276402,1606.7110889658502,0.6060167846606791,0.3939832153393209,2009-02-28
2009-02-28,2008-2009,Everton,West Brom,2.0,0.0,H,11.0,17.0,6.0,9.0,1.5,4.0,7.5,1,0.64,0.37,1643.9896252347266,1518.9240213318103,0.6725928109235866,0.3274071890764134,2009-02-28
2009-02-28,2008-2009,Middlesbrough,Liverpool,2.0,0.0,H,5.0,16.0,3.0,7.0,5.5,3.5,1.72,1,0.17,0.82,1524.834140339541,1705.3507209908105,0.2613165506300883,0.7386834493699117,2009-02-28
2009-03-01,2008-2009,Aston Villa,Stoke,2.0,2.0,D,11.0,7.0,7.0,3.0,1.4,4.0,10.0,0,0.67,0.32,1683.7270062423117,1539.9252750283574,0.6958872875252828,0.3041127124747172,2009-03-01
2009-03-01,2008-2009,Bolton,Newcastle,1.0,0.0,H,10.0,19.0,6.0,11.0,2.0,3.3,4.0,1,0.47,0.53,1570.0654112130735,1569.693115766264,0.5005357760111943,0.49946422398880563,2009-03-01
2009-03-01,2008-2009,Hull,Blackburn,1.0,2.0,A,9.0,8.0,5.0,6.0,2.87,3.25,2.5,0,0.33,0.67,1548.1131948357672,1540.4488087834538,0.5110281493213746,0.4889718506786253,2009-03-01
2009-03-01,2008-2009,West Ham,Man City,1.0,0.0,H,13.0,9.0,9.0,2.0,2.5,3.25,2.87,1,0.38,0.62,1591.6402059696748,1573.0209789556118,0.5267695996533284,0.4732304003466716,2009-03-01
2009-03-03,2008-2009,Liverpool,Sunderland,2.0,0.0,H,22.0,5.0,12.0,2.0,1.4,4.33,9.5,1,0.68,0.32,1687.6223182059325,1580.2850799751366,0.6497368741332085,0.35026312586679154,2009-03-03
2009-03-03,2008-2009,Portsmouth,Chelsea,0.0,1.0,A,13.0,20.0,9.0,11.0,6.5,3.75,1.57,0,0.15,0.85,1546.673096899392,1690.9694591957839,0.3035104745188791,0.696489525481121,2009-03-03
2009-03-03,2008-2009,West Brom,Arsenal,1.0,3.0,A,8.0,16.0,4.0,8.0,6.5,3.75,1.57,0,0.15,0.85,1511.0662487939765,1654.3175999517882,0.304783617607669,0.6952163823923311,2009-03-03
2009-03-04,2008-2009,Blackburn,Everton,0.0,0.0,D,8.0,9.0,3.0,5.0,2.5,3.25,2.9,0,0.38,0.62,1552.7134843671668,1651.8473977725605,0.361084390820898,0.638915609179102,2009-03-04
2009-03-04,2008-2009,Fulham,Hull,0.0,1.0,A,17.0,10.0,9.0,3.0,1.66,3.6,5.75,0,0.57,0.43,1604.164034335757,1535.8485192520543,0.5970662004993925,0.4029337995006075,2009-03-04
2009-03-04,2008-2009,Man City,Aston Villa,2.0,0.0,H,15.0,7.0,7.0,5.0,2.5,3.3,2.87,1,0.38,0.62,1561.6634493472916,1679.025711341705,0.33724594610213054,0.6627540538978695,2009-03-04
2009-03-04,2008-2009,Newcastle,Man United,1.0,2.0,A,9.0,11.0,6.0,9.0,7.5,4.0,1.5,0,0.13,0.88,1557.7059743905327,1750.320469620029,0.2480987468135437,0.7519012531864563,2009-03-04
2009-03-04,2008-2009,Stoke,Bolton,2.0,0.0,H,11.0,12.0,6.0,9.0,2.5,3.25,2.9,1,0.38,0.62,1544.6265699289643,1582.052552588805,0.4463470459367278,0.5536529540632722,2009-03-04
2009-03-04,2008-2009,Tottenham,Middlesbrough,4.0,0.0,H,12.0,15.0,7.0,6.0,1.83,3.5,4.5,1,0.52,0.48,1566.2822635330044,1542.5625431244189,0.5340824863073318,0.46591751369266826,2009-03-04
